,client_id,client_age_at_exit
281,438301,2.0
282,438308,2.0
283,438310,2.0
284,405891,2.0
285,423744,2.0
286,423745,2.0
287,423743,2.0
288,437218,2.0
289,437219,2.0
290,399402,2.0
291,399406,1.0
292,399404,2.0
293,419540,2.0
294,419543,2.0
295,420069,2.0
296,414660,2.0
297,414662,2.0
298,414661,2.0
299,414663,2.0
300,378585,2.0
301,386279,2.0
302,386277,2.0
303,424623,0.0
304,424626,0.0
305,370065,2.0
306,378868,2.0
307,387046,2.0
308,387103,2.0
309,387105,2.0
310,375964,2.0
311,384338,2.0
312,360997,2.0
313,360999,1.0
314,333269,2.0
315,333858,2.0
316,333860,1.0
317,333857,2.0
318,304840,4.0
319,304843,4.0
320,304841,3.0
321,316893,3.0
322,316894,4.0
323,305632,3.0
324,305634,3.0
325,306668,4.0
326,283246,4.0
327,306663,3.0
328,305633,3.0
329,321116,4.0
330,321121,3.0
331,321119,4.0
332,321118,3.0
333,311918,4.0
334,311920,4.0
335,309649,4.0
336,320495,3.0
337,327212,3.0
338,327704,3.0
339,327214,3.0
340,327213,3.0
341,311999,4.0
342,312001,4.0
343,306130,3.0
344,306131,3.0
345,306133,4.0
346,341252,3.0
347,341253,3.0
348,341254,3.0
349,335564,3.0
350,335565,3.0
351,348280,2.0
352,348281,3.0
353,348283,2.0
354,348282,2.0
355,348284,2.0
356,345074,2.0
357,345075,3.0
358,343289,2.0
359,343291,2.0
360,357097,2.0
361,343290,2.0
362,307564,2.0
363,307566,2.0
364,344863,3.0
365,344864,4.0
366,344866,3.0
367,344868,3.0
368,354781,2.0
369,354782,2.0
370,354783,2.0
371,348559,3.0
372,348563,3.0
373,348568,3.0
374,348564,3.0
375,359051,3.0
376,359600,3.0
377,324505,2.0
378,324512,2.0
379,324510,2.0
380,360048,2.0
381,360051,2.0
382,364762,3.0
383,364764,3.0
384,332438,2.0
385,363972,2.0
386,361382,2.0
387,361384,3.0
388,361383,3.0
389,361331,2.0
390,361332,2.0
391,27403,3.0
392,70021,3.0
393,70022,3.0
394,361371,3.0
395,361373,3.0
396,361372,3.0
397,346678,3.0
398,346679,3.0
399,361107,3.0
400,361108,3.0
401,366048,2.0
402,366050,2.0
403,331573,3.0
404,331574,2.0
405,366922,2.0
406,366924,3.0
407,366923,2.0
408,372347,2.0
409,372349,2.0
410,372348,2.0
411,372363,1.0
412,372371,1.0
413,372365,1.0
414,347591,2.0
415,349228,2.0
416,349220,3.0
417,371242,2.0
418,373080,2.0
419,373081,2.0
420,363394,2.0
421,363395,2.0
422,308313,3.0
423,308316,3.0
424,356189,2.0
425,356200,2.0
426,356203,3.0
427,356204,3.0
428,356199,2.0
429,334784,2.0
430,334786,1.0
431,334787,1.0
432,358410,2.0
433,358413,2.0
434,358411,2.0
435,358412,2.0
436,372054,2.0
437,372060,2.0
438,372058,2.0
439,372056,2.0
440,374240,2.0
441,374242,2.0
442,361292,3.0
443,361296,3.0
444,361294,2.0
445,373547,2.0
446,373588,2.0
447,373010,3.0
448,373283,2.0
449,373400,2.0
450,369124,2.0
451,376255,2.0
452,376264,2.0
453,376260,3.0
454,376267,2.0
455,187652,2.0
456,97238,2.0
457,97240,3.0
458,373487,3.0
459,374306,2.0
460,374307,3.0
461,374308,3.0
462,374309,3.0
463,335563,3.0
464,370055,3.0
465,370054,3.0
466,377169,1.0
467,381990,2.0
468,381987,1.0
469,380252,3.0
470,380253,3.0
471,368957,3.0
472,373093,2.0
473,373628,2.0
474,373629,2.0
475,376257,2.0
476,376262,2.0
477,376265,3.0
478,376266,2.0
479,381967,3.0
480,381968,2.0
481,374758,3.0
482,374796,3.0
483,383192,3.0
484,383193,3.0
485,383195,3.0
486,354650,1.0
487,354651,1.0
488,377918,2.0
489,377920,2.0
490,377919,3.0
491,378585,2.0
492,386279,2.0
493,386277,3.0
494,376462,2.0
495,376472,2.0
496,376471,2.0
497,380713,3.0
498,380714,2.0
499,387039,3.0
500,387040,3.0
501,387038,4.0
502,387030,3.0
503,387046,2.0
504,387103,2.0
505,387105,2.0
506,316643,2.0
507,316644,2.0
508,382466,2.0
509,382468,2.0
510,362391,2.0
511,362398,2.0
512,362397,2.0
513,369366,2.0
514,369368,2.0
515,373577,1.0
516,373801,1.0
517,373800,1.0
518,373798,1.0
519,376549,2.0
520,376550,2.0
521,386837,2.0
522,381432,2.0
523,381434,2.0
524,381435,2.0
525,381437,2.0
526,386906,2.0
527,386908,1.0
528,387540,3.0
529,387542,3.0
530,387543,3.0
531,335554,2.0
532,335585,1.0
533,378619,1.0
534,335583,2.0
535,335556,1.0
536,335584,1.0
537,366173,2.0
538,366174,2.0
539,382534,2.0
540,388798,1.0
541,385882,2.0
542,385885,2.0
543,385884,2.0
544,343250,3.0
545,343252,3.0
546,381800,2.0
547,381802,1.0
548,381801,1.0
549,386745,2.0
550,386746,1.0
551,366823,4.0
552,378672,3.0
553,378671,4.0
554,378670,3.0
555,308230,1.0
556,308234,1.0
557,370995,1.0
558,370994,2.0
559,308232,1.0
560,391981,2.0
561,333269,2.0
562,333858,2.0
563,333860,1.0
564,333857,2.0
565,352179,3.0
566,389210,2.0
567,386935,2.0
568,386936,3.0
569,388944,1.0
570,388950,1.0
571,388951,2.0
572,388947,1.0
573,388949,1.0
574,375577,1.0
575,391932,1.0
576,391931,1.0
577,391933,1.0
578,378585,2.0
579,386279,2.0
580,386277,2.0
581,387046,2.0
582,387103,2.0
583,387105,2.0
584,388391,2.0
585,388397,2.0
586,388398,2.0
587,388395,2.0
588,391130,1.0
589,391131,2.0
590,391135,2.0
591,386528,2.0
592,386971,3.0
593,386970,3.0
594,386969,3.0
595,391991,1.0
596,391992,1.0
597,391737,2.0
598,391738,2.0
599,230906,2.0
600,253913,2.0
601,253911,2.0
602,253912,2.0
603,393356,2.0
604,393359,2.0
605,387752,2.0
606,392078,2.0
607,392056,2.0
608,392081,2.0
609,383821,2.0
610,392367,2.0
611,392365,2.0
612,392366,2.0
613,306798,2.0
614,306801,2.0
615,306800,2.0
616,379085,2.0
617,379086,2.0
618,360690,3.0
619,360694,2.0
620,360698,2.0
621,328073,1.0
622,328077,1.0
623,392578,2.0
624,381814,2.0
625,381815,2.0
626,381813,2.0
627,387762,2.0
628,387758,2.0
629,387754,2.0
630,387761,2.0
631,387004,2.0
632,387021,2.0
633,387006,2.0
634,393516,1.0
635,393517,1.0
636,391339,1.0
637,391341,1.0
638,391850,2.0
639,391851,2.0
640,391853,3.0
641,391852,2.0
642,391917,2.0
643,391919,2.0
644,387271,1.0
645,387276,1.0
646,387272,1.0
647,387274,1.0
648,387273,1.0
649,393258,1.0
650,393259,1.0
651,347942,1.0
652,347946,2.0
653,347945,1.0
654,347936,2.0
655,394322,2.0
656,394324,2.0
657,394323,2.0
658,388194,2.0
659,388195,2.0
660,395097,1.0
661,395099,1.0
662,395100,0.0
663,388873,2.0
664,388885,2.0
665,388881,2.0
666,388880,2.0
667,388883,2.0
668,388878,2.0
669,388877,2.0
670,370065,2.0
671,378868,2.0
672,388293,1.0
673,388294,1.0
674,388296,1.0
675,391973,2.0
676,391976,2.0
677,391974,2.0
678,391975,2.0
679,380089,2.0
680,380091,2.0
681,380090,2.0
682,396321,2.0
683,396322,2.0
684,396323,2.0
685,320906,1.0
686,320908,2.0
687,320910,1.0
688,380373,2.0
689,380372,1.0
690,380375,1.0
691,380374,1.0
692,380376,1.0
693,388474,2.0
694,388480,2.0
695,388482,2.0
696,388479,1.0
697,388477,2.0
698,394246,2.0
699,394248,2.0
700,394247,2.0
701,393533,2.0
702,393537,2.0
703,393538,2.0
704,393535,2.0
705,395984,3.0
706,383668,2.0
707,383669,2.0
708,375445,2.0
709,375448,3.0
710,399487,1.0
711,394283,2.0
712,394284,2.0
713,394285,2.0
714,394287,2.0
715,394286,2.0
716,335432,1.0
717,396074,1.0
718,328345,1.0
719,328347,1.0
720,393212,1.0
721,394396,1.0
722,395461,2.0
723,395462,3.0
724,395463,2.0
725,395018,4.0
726,395019,3.0
727,394069,3.0
728,394071,2.0
729,394072,2.0
730,394073,3.0
731,394075,3.0
732,22366,2.0
733,395362,1.0
734,22365,1.0
735,395720,3.0
736,395721,2.0
737,386326,2.0
738,386327,2.0
739,386328,2.0
740,390279,2.0
741,390285,2.0
742,390281,2.0
743,390284,2.0
744,360997,2.0
745,360999,1.0
746,392033,1.0
747,392036,1.0
748,392035,1.0
749,389584,2.0
750,389587,2.0
751,389585,2.0
752,389586,2.0
753,375964,2.0
754,384338,3.0
755,397202,1.0
756,397203,1.0
757,397204,1.0
758,401574,3.0
759,401577,2.0
760,401575,2.0
761,401576,3.0
762,393083,1.0
763,393086,1.0
764,393085,1.0
765,393084,1.0
766,393087,1.0
767,392034,1.0
768,392040,1.0
769,398974,2.0
770,398979,2.0
771,398976,2.0
772,402078,2.0
773,402083,2.0
774,402084,2.0
775,378259,1.0
776,404228,1.0
777,390498,1.0
778,390502,1.0
779,390499,1.0
780,390500,1.0
781,403532,2.0
782,403535,1.0
783,403536,2.0
784,403534,1.0
785,404264,1.0
786,404524,1.0
787,404527,1.0
788,404526,1.0
789,403833,2.0
790,403834,2.0
791,395415,2.0
792,395416,2.0
793,395417,2.0
794,395418,1.0
795,320580,1.0
796,320583,2.0
797,320584,2.0
798,320581,1.0
799,320582,2.0
800,389393,2.0
801,389691,2.0
802,389690,2.0
803,403134,2.0
804,403140,1.0
805,403137,2.0
806,88125,2.0
807,403138,2.0
808,400080,2.0
809,404729,1.0
810,396702,0.0
811,396704,1.0
812,396889,1.0
813,402733,2.0
814,402738,2.0
815,402740,2.0
816,403375,2.0
817,403377,2.0
818,401863,1.0
819,401868,1.0
820,402535,2.0
821,402537,3.0
822,362872,1.0
823,362874,0.0
824,362873,1.0
825,400136,3.0
826,400137,2.0
827,400138,3.0
828,405828,2.0
829,405830,2.0
830,405829,2.0
831,307681,1.0
832,307683,1.0
833,307684,1.0
834,387029,3.0
835,320497,3.0
836,320496,3.0
837,400210,2.0
838,400212,2.0
839,379994,2.0
840,379995,2.0
841,379993,2.0
842,307011,2.0
843,307013,2.0
844,307012,2.0
845,307016,3.0
846,307014,3.0
847,386709,2.0
848,307017,2.0
849,403385,2.0
850,403388,2.0
851,403387,2.0
852,416847,1.0
853,375909,3.0
854,407217,2.0
855,407218,2.0
856,334559,2.0
857,334560,2.0
858,409946,0.0
859,409951,1.0
860,409956,0.0
861,409947,0.0
862,409953,1.0
863,409952,1.0
864,409954,1.0
865,409958,1.0
866,418381,2.0
867,406522,2.0
868,410192,2.0
869,406523,2.0
870,408349,2.0
871,410166,2.0
872,412169,2.0
873,406602,1.0
874,406611,1.0
875,406612,1.0
876,335279,2.0
877,309084,2.0
878,399217,2.0
879,399220,2.0
880,399799,2.0
881,399798,2.0
882,381869,1.0
883,381870,0.0
884,400880,2.0
885,401874,2.0
886,416718,2.0
887,388463,2.0
888,388464,2.0
889,401261,1.0
890,401267,1.0
891,389784,2.0
892,389953,3.0
893,390259,2.0
894,390257,2.0
895,390256,2.0
896,380868,2.0
897,408184,2.0
898,407074,2.0
899,407075,2.0
900,407076,2.0
901,411300,1.0
902,411307,0.0
903,411308,1.0
904,411309,1.0
905,405087,2.0
906,414474,2.0
907,405088,2.0
908,371592,1.0
909,371593,0.0
910,371595,1.0
911,402584,2.0
912,402585,2.0
913,406476,2.0
914,406477,2.0
915,406479,2.0
916,406478,2.0
917,377320,2.0
918,410204,2.0
919,410203,2.0
920,412732,2.0
921,412733,2.0
922,412735,2.0
923,412734,2.0
924,416275,2.0
925,416276,2.0
926,408922,3.0
927,408924,3.0
928,408923,2.0
929,308720,1.0
930,308721,1.0
931,411091,0.0
932,308723,0.0
933,409063,1.0
934,409066,2.0
935,409064,2.0
936,409065,2.0
937,412860,2.0
938,409067,2.0
939,415764,1.0
940,417084,1.0
941,417089,1.0
942,417088,1.0
943,424898,2.0
944,424897,3.0
945,424899,3.0
946,426410,2.0
947,397360,2.0
948,397361,2.0
949,405151,0.0
950,405153,0.0
951,405154,1.0
952,405152,1.0
953,390566,2.0
954,390568,2.0
955,390571,2.0
956,413615,1.0
957,413616,1.0
958,427813,0.0
959,426402,2.0
960,414283,1.0
961,424633,1.0
962,424632,1.0
963,402228,1.0
964,402229,0.0
965,424623,0.0
966,424626,0.0
967,309656,4.0
968,397368,1.0
969,424108,2.0
970,424113,3.0
971,424112,2.0
972,424057,0.0
973,424058,0.0
974,407463,1.0
975,407820,1.0
976,392039,1.0
977,389588,2.0
978,389590,2.0
979,389589,2.0
980,402929,0.0
981,421216,0.0
982,427407,0.0
983,427405,0.0
984,427403,0.0
985,435015,0.0
986,435013,0.0
987,435016,0.0
988,419335,1.0
989,392033,1.0
990,392036,1.0
991,392035,1.0
992,392034,1.0
993,392040,1.0
994,425113,1.0
995,425115,0.0
996,425118,0.0
997,425119,0.0
998,375964,2.0
999,384338,2.0
1000,438236,0.0
1001,438237,0.0
1002,438241,1.0
1003,438238,1.0
1004,438239,0.0
1005,436213,0.0
1006,436216,1.0
1007,436215,0.0
1008,436214,1.0
1009,434554,1.0
1010,434556,1.0
1011,434555,2.0
1012,440044,0.0
1013,440048,0.0
1014,440046,1.0
1015,422720,2.0
1016,422724,1.0
1017,434628,1.0
1018,434629,0.0
1019,434630,0.0
1020,434524,2.0
1021,434529,2.0
1022,434528,2.0
1023,434526,2.0
1024,434525,2.0
1025,388270,3.0
1026,388396,2.0
1027,375417,1.0
1028,375833,1.0
1029,433957,0.0
1030,431501,1.0
1031,431503,1.0
1032,431502,1.0
1033,435636,1.0
1034,431506,1.0
1035,431505,1.0
1036,408618,0.0
1037,436539,0.0
1038,408619,0.0
1039,439767,0.0
1040,439773,0.0
1041,428673,2.0
1042,428666,2.0
1043,431646,0.0
1044,431647,1.0
1045,349130,1.0
1046,349134,1.0
1047,349133,0.0
1048,349132,1.0
1049,282585,0.0
1050,444198,0.0
1051,444468,1.0
1052,444962,1.0
1053,445378,0.0
1054,445371,0.0
1055,375417,1.0
1056,375833,0.0
1057,433957,0.0
1058,409192,0.0
1059,409193,1.0
1060,409194,0.0
1061,443656,0.0
1062,443657,0.0
1063,446448,1.0
1064,447748,1.0
1065,447742,1.0
1066,447740,1.0
1067,447129,2.0
1068,449845,3.0
1069,413313,1.0
1070,426293,1.0
1071,426294,1.0
1072,373052,3.0
1073,387762,4.0
1074,387758,3.0
1075,387754,3.0
1076,387761,3.0
1077,343935,2.0
1078,391715,
1079,371997,1.0
1080,391727,1.0
1081,342788,1.0
1082,324549,1.0
1083,338069,2.0
1084,326041,1.0
1085,333455,1.0
1086,376162,1.0
1087,353228,1.0
1088,369578,4.0
1089,335382,1.0
1090,369406,1.0
1091,310704,2.0
1092,303285,1.0
1093,310706,2.0
1094,354551,1.0
1095,354678,1.0
1096,354082,3.0
1097,323935,4.0
1098,366368,1.0
1099,392443,1.0
1100,392489,1.0
1101,329209,1.0
1102,302386,1.0
1103,327752,1.0
1104,307187,1.0
1105,338251,2.0
1106,392601,1.0
1107,373058,4.0
1108,373409,4.0
1109,288334,1.0
1110,365615,1.0
1111,118142,1.0
1112,393150,1.0
1113,219155,1.0
1114,277901,1.0
1115,334741,1.0
1116,354258,4.0
1117,303908,2.0
1118,359448,2.0
1119,322869,1.0
1120,322907,1.0
1121,357287,4.0
1122,303367,4.0
1123,314428,1.0
1124,323218,2.0
1125,320225,1.0
1126,355194,1.0
1127,359449,4.0
1128,322885,1.0
1129,120251,1.0
1130,326116,1.0
1131,340816,1.0
1132,303411,4.0
1133,323625,1.0
1134,302449,4.0
1135,325435,1.0
1136,303488,1.0
1137,302308,1.0
1138,155551,1.0
1139,390848,2.0
1140,5336,1.0
1141,303313,4.0
1142,316314,1.0
1143,312889,1.0
1144,338793,1.0
1145,302252,2.0
1146,331989,2.0
1147,328899,1.0
1148,380639,1.0
1149,209921,4.0
1150,335701,1.0
1151,344978,1.0
1152,157668,1.0
1153,340879,2.0
1154,336240,1.0
1155,311180,2.0
1156,303688,1.0
1157,334310,2.0
1158,346564,1.0
1159,373146,1.0
1160,155834,1.0
1161,253504,1.0
1162,302348,2.0
1163,304530,3.0
1164,349530,1.0
1165,375379,1.0
1166,304319,2.0
1167,372422,1.0
1168,389987,1.0
1169,198868,1.0
1170,323875,1.0
1171,303499,1.0
1172,324361,1.0
1173,374984,1.0
1174,326911,1.0
1175,360290,4.0
1176,355288,1.0
1177,160956,1.0
1178,88274,2.0
1179,302513,1.0
1180,152101,1.0
1181,303841,2.0
1182,341765,4.0
1183,370712,1.0
1184,302288,1.0
1185,21891,1.0
1186,310047,1.0
1187,393789,2.0
1188,302281,4.0
1189,303444,1.0
1190,393866,1.0
1191,86817,1.0
1192,393961,1.0
1193,394028,1.0
1194,394030,1.0
1195,394055,1.0
1196,250206,1.0
1197,394175,1.0
1198,324197,1.0
1199,323886,1.0
1200,394318,1.0
1201,394327,4.0
1202,394436,1.0
1203,394520,0.0
1204,185426,0.0
1205,325435,1.0
1206,390401,2.0
1207,302449,4.0
1208,343304,4.0
1209,323739,1.0
1210,332591,1.0
1211,328305,1.0
1212,335959,1.0
1213,326212,1.0
1214,395160,1.0
1215,382261,0.0
1216,305670,1.0
1217,395399,1.0
1218,302479,1.0
1219,323537,0.0
1220,366851,1.0
1221,270395,1.0
1222,22591,1.0
1223,337852,1.0
1224,275807,1.0
1225,307519,1.0
1226,288803,1.0
1227,396070,1.0
1228,340471,1.0
1229,396040,1.0
1230,358811,1.0
1231,240618,2.0
1232,212528,1.0
1233,327734,1.0
1234,118404,1.0
1235,364247,1.0
1236,116966,1.0
1237,303274,2.0
1238,106683,1.0
1239,399926,0.0
1240,364222,4.0
1241,351082,0.0
1242,334696,1.0
1243,354584,1.0
1244,324995,1.0
1245,323505,2.0
1246,224250,2.0
1247,315839,1.0
1248,351936,1.0
1249,397664,1.0
1250,397664,0.0
1251,397694,1.0
1252,381119,3.0
1253,338335,1.0
1254,397942,0.0
1255,132874,1.0
1256,348558,1.0
1257,326493,1.0
1258,398112,0.0
1259,322590,1.0
1260,363982,1.0
1261,353815,1.0
1262,66608,1.0
1263,323074,1.0
1264,398270,2.0
1265,302241,4.0
1266,303409,4.0
1267,398540,2.0
1268,340975,1.0
1269,397297,1.0
1270,341859,1.0
1271,322990,1.0
1272,358242,1.0
1273,398866,1.0
1274,396977,0.0
1275,330230,2.0
1276,120880,1.0
1277,218033,1.0
1278,317912,1.0
1279,398968,4.0
1280,354192,4.0
1281,398867,1.0
1282,354607,1.0
1283,302412,0.0
1284,390847,1.0
1285,94377,1.0
1286,399329,1.0
1287,346133,1.0
1288,167388,1.0
1289,359353,1.0
1290,350455,0.0
1291,338091,1.0
1292,398852,0.0
1293,390107,1.0
1294,373405,3.0
1295,393715,4.0
1296,373404,4.0
1297,373406,3.0
1298,373403,4.0
1299,305468,1.0
1300,399788,2.0
1301,379455,1.0
1302,395139,1.0
1303,335456,1.0
1304,124764,2.0
1305,325799,1.0
1306,399882,1.0
1307,232485,1.0
1308,360928,0.0
1309,391450,1.0
1310,150461,1.0
1311,107887,0.0
1312,400157,1.0
1313,221342,1.0
1314,373058,3.0
1315,373409,4.0
1316,324061,4.0
1317,367280,1.0
1318,173166,0.0
1319,400708,1.0
1320,400816,0.0
1321,400822,1.0
1322,386012,1.0
1323,318630,2.0
1324,88275,4.0
1325,66066,1.0
1326,393005,1.0
1327,292869,1.0
1328,401262,1.0
1329,314214,1.0
1330,217982,0.0
1331,143682,1.0
1332,346414,4.0
1333,346418,4.0
1334,346416,4.0
1335,152641,3.0
1336,397975,1.0
1337,345940,3.0
1338,345941,4.0
1339,304500,2.0
1340,369699,1.0
1341,384408,1.0
1342,108416,1.0
1343,402165,1.0
1344,402177,1.0
1345,253143,1.0
1346,386086,4.0
1347,335468,1.0
1348,402292,1.0
1349,387745,1.0
1350,319888,0.0
1351,380827,0.0
1352,384368,3.0
1353,318879,1.0
1354,136453,3.0
1355,335992,4.0
1356,402941,3.0
1357,403077,1.0
1358,373140,1.0
1359,403148,0.0
1360,403423,1.0
1361,370125,1.0
1362,345104,0.0
1363,204306,1.0
1364,403838,1.0
1365,304284,1.0
1366,402575,0.0
1367,345342,1.0
1368,404474,1.0
1369,380954,0.0
1370,217784,1.0
1371,316021,1.0
1372,392937,0.0
1373,388660,0.0
1374,303337,2.0
1375,372199,4.0
1376,322951,1.0
1377,405166,1.0
1378,337130,1.0
1379,302258,4.0
1380,368341,1.0
1381,405531,1.0
1382,191512,1.0
1383,327763,1.0
1384,475439,0.0
1385,379826,0.0
1386,347332,1.0
1387,386275,0.0
1388,332354,0.0
1389,405258,0.0
1390,405351,0.0
1391,302425,1.0
1392,83376,1.0
1393,177796,1.0
1394,371490,1.0
1395,379114,1.0
1396,354604,1.0
1397,400734,1.0
1398,385681,0.0
1399,406356,2.0
1400,209920,0.0
1401,72946,1.0
1402,381957,0.0
1403,367830,1.0
1404,360286,1.0
1405,407210,1.0
1406,379266,0.0
1407,361423,3.0
1408,407412,0.0
1409,368091,4.0
1410,338251,1.0
1411,133806,1.0
1412,389974,1.0
1413,310551,1.0
1414,407919,0.0
1415,373788,3.0
1416,334899,1.0
1417,397816,0.0
1418,408493,0.0
1419,325665,0.0
1420,374779,0.0
1421,300754,1.0
1422,347333,0.0
1423,290716,1.0
1424,136070,0.0
1425,407358,0.0
1426,389364,1.0
1427,312018,0.0
1428,409229,2.0
1429,325435,1.0
1430,129290,1.0
1431,393287,1.0
1432,304268,0.0
1433,328118,3.0
1434,314089,1.0
1435,302270,2.0
1436,410390,0.0
1437,410464,0.0
1438,380075,1.0
1439,387816,3.0
1440,130862,1.0
1441,392438,0.0
1442,410778,1.0
1443,410886,1.0
1444,393618,1.0
1445,411005,1.0
1446,411033,3.0
1447,410973,1.0
1448,459868,0.0
1449,411157,3.0
1450,367139,1.0
1451,388534,3.0
1452,406173,3.0
1453,388562,3.0
1454,411258,1.0
1455,65167,0.0
1456,130248,0.0
1457,411297,0.0
1458,411227,1.0
1459,411430,0.0
1460,168094,0.0
1461,356597,1.0
1462,328481,1.0
1463,401608,4.0
1464,401614,3.0
1465,401613,3.0
1466,401615,3.0
1467,385588,0.0
1468,328515,1.0
1469,302145,1.0
1470,302137,0.0
1471,411688,1.0
1472,411924,1.0
1473,334783,0.0
1474,343935,1.0
1475,412035,1.0
1476,407352,1.0
1477,412131,0.0
1478,311803,1.0
1479,326472,0.0
1480,90210,1.0
1481,347116,0.0
1482,80691,0.0
1483,398301,1.0
1484,155069,0.0
1485,127626,1.0
1486,370260,0.0
1487,412708,0.0
1488,340196,1.0
1489,185845,1.0
1490,151892,0.0
1491,332819,1.0
1492,338091,1.0
1493,328746,1.0
1494,358298,1.0
1495,413264,0.0
1496,917,0.0
